affixe,chiens,presentations,resultats,points,chiens_resultats,haut_niveau,CACIT,RCACIT,CACT,RCACT,EXC,TB,CQN,taux_resultat,score_moyen_presentation,points_moyens_par_chien,pct_chiens_resultats,fiabilite,chiens_leaders,disciplines_fortes,indice_affixe
DE CAZAOUS,44,1281,389,23371,40,145,7,3,89,46,197,41,6,0.3036690085870414,18.24434035909446,531.1590909090909,0.9090909090909091,exploitable,"NOX DE CAZAOUS, NANOOK DE CAZAOUS, SALTO DE CAZAOUS","discipline_non_identifiee, becasse, printemps",79.62949790091292
DU PARC DES CHAUMES,63,2518,483,29164,51,166,29,17,73,47,254,48,15,0.19181890389197775,11.582208101667991,462.92063492063494,0.8095238095238095,exploitable,"IONA DU PARC DES CHAUMES, MILLA DU PARC DES CHAUMES, IOSCHIE DU PARC DES CHAUMES","printemps, becasse, grande_quete",75.44618415981914
DE L'ECHO DE LA FORET,34,1153,257,15596,29,84,17,4,45,18,141,30,2,0.22289679098005205,13.526452732003468,458.70588235294116,0.8529411764705882,exploitable,"HUGH II DE L'ECHO DE LA FORET, SALTO DE L'ECHO DE LA FORET, PATCHICA DE L'ECHO DE LA FORET","printemps, becasse, discipline_non_identifiee",73.30268887786376
DU GOURG D'ENFER,19,924,162,10075,18,73,5,1,44,23,73,14,2,0.17532467532467533,10.903679653679653,530.2631578947369,0.9473684210526315,exploitable,"GADGET DU GOURG D'ENFER, ILONA DU GOURG D'ENFER, OSTIN DU GOURG D'ENFER","becasse, printemps, grande_quete",71.62705989780419
DES LANDES AUX VIGNES,4,158,47,3220,4,26,6,3,11,6,18,3,0,0.2974683544303797,20.379746835443036,805.0,1.0,exploitable,"GIBUS DES LANDES AUX VIGNES, IONIS DES LANDES AUX VIGNES, ITHO DES LANDES AUX VIGNES","printemps, discipline_non_identifiee, becasse",70.01711098458308
DES SAGNES DES MILLE SOURCES,36,1294,237,13571,28,80,2,4,47,27,106,42,9,0.1831530139103555,10.487635239567233,376.97222222222223,0.7777777777777778,exploitable,"HENZO DES SAGNES DES MILLE SOURCES, OASIS DES SAGNES DES MILLE SOURCES, HAZPACHO DES SAGNES DES MILLE SOURCES","becasse, becassine, printemps",69.89451145626605
DE LA JOUX DE LA BECASSE,12,525,104,6594,11,49,1,2,33,13,46,6,3,0.1980952380952381,12.56,549.5,0.9166666666666666,exploitable,"MILTON DE LA JOUX DE LA BECASSE, SATINE DE LA JOUX DE LA BECASSE, SHANEL DE LA JOUX DE LA BECASSE","becasse, grande_quete",69.8317014789922
DU MAS D'EYRAUD,83,1800,319,17860,59,76,16,7,30,23,176,61,5,0.17722222222222223,9.922222222222222,215.18072289156626,0.7108433734939759,exploitable,"GLOVER DU MAS D'EYRAUD, HOMER DU MAS D'EYRAUD, HARTOU DU MAS D'EYRAUD","printemps, grande_quete, discipline_non_identifiee",69.41118617137857
DU SENTIER DES LUTINS,42,1441,211,11860,37,57,5,4,29,19,109,41,4,0.14642609299097847,8.230395558639833,282.3809523809524,0.8809523809523809,exploitable,"HEBLIS DU SENTIER DES LUTINS, JOYE II DU SENTIER DES LUTINS, IMEL DU SENTIER DES LUTINS","printemps, becasse, grande_quete",69.03210351809548
DE LA TOUR MADELOC,12,415,100,6450,9,43,12,4,18,9,47,8,2,0.24096385542168675,15.542168674698795,537.5,0.75,exploitable,"JADE DE LA TOUR MADELOC, NO VICE DE LA TOUR MADELOC, FLORA DE LA TOUR MADELOC","becasse, printemps, discipline_non_identifiee",68.53633355567477
DE BEHIGO,12,466,93,6231,10,43,13,3,22,5,43,5,2,0.19957081545064378,13.371244635193133,519.25,0.8333333333333334,exploitable,"HARPER DE BEHIGO, OUMY DE BEHIGO, OKLAND DE BEHIGO","printemps, becasse, discipline_non_identifiee",68.44825008017187
DU MAS DES VERNETS,36,616,129,8329,24,61,18,7,23,13,46,16,6,0.20941558441558442,13.521103896103897,231.36111111111111,0.6666666666666666,exploitable,"MAO DU MAS DES VERNETS, ICE II DU MAS DES VERNETS, RIBELLU DU MAS DES VERNETS","becasse, montagne, printemps",68.06789483923622
DE LA FOUGERE AIGLE,36,1149,203,12145,24,80,5,1,42,32,98,19,6,0.17667536988685814,10.57006092254134,337.3611111111111,0.6666666666666666,exploitable,"JULIE DE LA FOUGERE AIGLE, NOUSHKA DE LA FOUGERE AIGLE, SALTO DE LA FOUGERE AIGLE","becasse, printemps, discipline_non_identifiee",67.97584644245353
DU BARALAN,13,419,91,5549,10,39,0,1,29,9,39,12,1,0.2171837708830549,13.243436754176612,426.84615384615387,0.7692307692307693,exploitable,"IROISE DU BARALAN, ISATHIS DU BARALAN, INSOLENT DU BARALAN","becasse, grande_quete, printemps",66.79336431306083
DU TERTRE D'ARDIT,11,428,92,5379,10,25,0,0,17,8,56,11,0,0.21495327102803738,12.567757009345794,489.0,0.9090909090909091,exploitable,"REMCO DU TERTRE D'ARDIT, REGGAE DU TERTRE D'ARDIT, RAINBOW DU TERTRE D'ARDIT","discipline_non_identifiee, printemps, becasse",66.75828424297585
DU PUY DU FOUGEROUX,18,822,141,8508,14,43,6,3,28,6,84,13,1,0.17153284671532848,10.35036496350365,472.6666666666667,0.7777777777777778,exploitable,"METIS DU PUY DU FOUGEROUX, PIANA DU PUY DU FOUGEROUX, MORPHEE DU PUY DU FOUGEROUX","printemps, becasse, discipline_non_identifiee",66.59390628976367
DU FER SERVADOU,18,775,139,8017,14,44,8,1,17,18,71,17,7,0.17935483870967742,10.344516129032257,445.3888888888889,0.7777777777777778,exploitable,"ILOU DU FER SERVADOU, OPIUM DU FER SERVADOU, O'HARA DU FER SERVADOU","printemps, becasse, discipline_non_identifiee",66.46044555220118
DE LA PLUME DU PEVELE,22,774,109,6499,20,37,7,5,12,13,56,14,2,0.14082687338501293,8.396640826873385,295.40909090909093,0.9090909090909091,exploitable,"MODJO DE LA PLUME DU PEVELE, THELMA DE LA PLUME DU PEVELE, IBRA DE LA PLUME DU PEVELE","printemps, grande_quete, becasse",66.30152925258128
DES BELLES DU CAUSSE,27,1007,158,9550,19,53,7,6,27,13,87,14,4,0.15690168818272096,9.483614697120158,353.7037037037037,0.7037037037037037,exploitable,"IDEM DES BELLES DU CAUSSE, HIBRA DES BELLES DU CAUSSE, IRON DES BELLES DU CAUSSE","printemps, discipline_non_identifiee, becasse",65.98184841218139
DES COLLINES DE MIOUVIN,5,188,59,3088,5,10,1,1,6,2,35,14,0,0.31382978723404253,16.425531914893618,617.6,1.0,exploitable,"OPIUM DES COLLINES DE MIOUVIN, ROY DES COLLINES DE MIOUVIN, OLYMPE DES COLLINES DE MIOUVIN","discipline_non_identifiee, printemps, becasse",65.8748567491779
DU GOUYRE,4,149,41,2372,4,13,1,2,5,5,22,6,0,0.2751677852348993,15.919463087248323,593.0,1.0,exploitable,"LEVIS DU GOUYRE, HUNTER DU GOUYRE, HAVANE DU GOUYRE","discipline_non_identifiee, printemps, becasse",65.81943854637102
DE L'ANTRE DES COUREURS DES B,6,123,37,2200,6,10,0,1,7,2,24,3,0,0.3008130081300813,17.88617886178862,366.6666666666667,1.0,exploitable,"LILI DE L'ANTRE DES COUREURS DES B, NEWS DE L'ANTRE DES COUREURS DES B, FLYER DE L'ANTRE DES COUREURS DES B","becasse, montagne, discipline_non_identifiee",65.81649657518678
DU LONG BEC D'ENCHANET,47,1559,210,11252,34,47,4,1,29,13,103,43,17,0.13470173187940987,7.217447081462476,239.40425531914894,0.723404255319149,exploitable,"GESSY DU LONG BEC D'ENCHANET, OKAY DU LONG BEC D'ENCHANET, SIAM DU LONG BEC D'ENCHANET","becasse, becassine, printemps",65.73789705121531
DU CLOS DE LA BAUDELIERE,11,210,69,3920,8,18,1,0,14,3,39,12,0,0.32857142857142857,18.666666666666668,356.3636363636364,0.7272727272727273,exploitable,"MURPHY DU CLOS DE LA BAUDELIERE, JEP DU CLOS DE LA BAUDELIERE, ICE DU CLOS DE LA BAUDELIERE","discipline_non_identifiee, printemps, becasse",65.69328623786004
DES TORNADES LOZERIENNE,4,136,54,2625,4,5,0,0,2,3,35,13,1,0.39705882352941174,19.301470588235293,656.25,1.0,exploitable,"SNOW DES TORNADES LOZERIENNE, SHELBY DES TORNADES LOZERIENNE, S-TORNADE DES TORNADES LOZERIENNE","printemps, discipline_non_identifiee, becasse",65.20054653141545
DU BIEF JOLI,33,666,126,7707,20,52,2,6,35,9,54,11,9,0.1891891891891892,11.572072072072071,233.54545454545453,0.6060606060606061,exploitable,"JANGA DU BIEF JOLI, SORIA DU BIEF JOLI, FAKIRA DU BIEF JOLI","becasse, discipline_non_identifiee, montagne",65.04652908124358
DE BUZUNTZA,28,891,133,7875,20,44,3,1,29,11,72,12,5,0.14927048260381592,8.83838383838384,281.25,0.7142857142857143,exploitable,"LIXTO DE BUZUNTZA, GERNIKA DE BUZUNTZA, LASKOR DE BUZUNTZA","becasse, printemps, discipline_non_identifiee",64.68929459603383
DES FORETS CORREZIENNES,45,1158,171,9283,29,56,4,1,29,22,68,26,21,0.14766839378238342,8.016407599309154,206.2888888888889,0.6444444444444445,exploitable,"IOLE DES FORETS CORREZIENNES, NUBI DES FORETS CORREZIENNES, FARA DES FORETS CORREZIENNES","becasse, printemps, becassine",64.42518704814584
DES MIROIRS D'AUTOMNE,3,161,35,2144,3,14,0,1,7,6,17,3,1,0.21739130434782608,13.316770186335404,714.6666666666666,1.0,exploitable,"IZYHA DES MIROIRS D'AUTOMNE, RAPACE DES MIROIRS D'AUTOMNE, HORIO DES MIROIRS D'AUTOMNE","becasse, becassine, printemps",64.30051228684805
DU CLOS DES FRIGOULAS,15,502,88,5320,11,33,4,2,17,10,46,7,2,0.1752988047808765,10.597609561752988,354.6666666666667,0.7333333333333333,exploitable,"GADGET DU CLOS DES FRIGOULAS, ELIOTT DU CLOS DES FRIGOULAS, MOZART DU CLOS DES FRIGOULAS","printemps, discipline_non_identifiee, becasse",63.85756100836173
DU RIO PARANA,11,307,62,3759,9,22,6,3,8,5,29,11,0,0.20195439739413681,12.2442996742671,341.72727272727275,0.8181818181818182,exploitable,"JANEIRO DU RIO PARANA, G'ALPHA DU RIO PARANA, JOOST DU RIO PARANA","printemps, discipline_non_identifiee, grande_quete",63.81911173855615
DE LA SALMONAIS,15,607,106,6157,11,30,8,1,13,8,55,21,0,0.17462932454695224,10.14332784184514,410.46666666666664,0.7333333333333333,exploitable,"LUFFY DE LA SALMONAIS, IKE DE LA SALMONAIS, ELSA DE LA SALMONAIS","becassine, becasse, discipline_non_identifiee",63.799117781532146
DU VAL D'ALBRET,4,162,40,2165,4,12,1,0,8,3,17,11,0,0.24691358024691357,13.364197530864198,541.25,1.0,exploitable,"ORKA DU VAL D'ALBRET, STELLA DU VAL D'ALBRET, SOYA DU VAL D'ALBRET","discipline_non_identifiee, printemps, becasse",63.729904948447526
DU TOURBILLON BLAN,3,56,19,1124,3,6,2,1,2,1,9,4,0,0.3392857142857143,20.071428571428573,374.6666666666667,1.0,exploitable,"CYRANO DU TOURBILLON BLAN, FLECHE DU TOURBILLON BLAN, FOURMI DU TOURBILLON BLAN","discipline_non_identifiee, printemps, becasse",63.63792088326885
DU VAL DU RUTH,12,338,61,3818,10,19,9,2,2,6,38,4,0,0.1804733727810651,11.29585798816568,318.1666666666667,0.8333333333333334,exploitable,"GIONO DU VAL DU RUTH, LEWIS DU VAL DU RUTH, LOSEY DU VAL DU RUTH","grande_quete, printemps, discipline_non_identifiee",63.089967361032905
DE LORI DES PIGNOTES,23,739,108,5988,18,23,3,0,16,4,65,17,3,0.14614343707713126,8.102841677943166,260.3478260869565,0.782608695652174,exploitable,"LUNA DE LORI DES PIGNOTES, HUNNEL DE LORI DES PIGNOTES, SIROCCO DE LORI DES PIGNOTES","printemps, becasse, discipline_non_identifiee",63.03047286650558
DES BERGES DE LA LERGUE,3,136,27,1735,3,12,1,1,6,4,14,1,0,0.19852941176470587,12.757352941176471,578.3333333333334,1.0,exploitable,"GIN DES BERGES DE LA LERGUE, RIO DES BERGES DE LA LERGUE, RHEA DES BERGES DE LA LERGUE","printemps, becasse, discipline_non_identifiee",62.924865544404994
DES PICS LUCHONNAIS,14,580,108,6916,7,45,2,3,28,12,62,1,0,0.18620689655172415,11.924137931034483,494.0,0.5,exploitable,"IRO DES PICS LUCHONNAIS, JUMPER DES PICS LUCHONNAIS, DEROS DES PICS LUCHONNAIS","becasse, printemps, discipline_non_identifiee",62.88672922966562
DE LA CROIX DU BUCHERON,9,328,60,3375,8,18,0,0,17,1,29,10,3,0.18292682926829268,10.289634146341463,375.0,0.8888888888888888,exploitable,"GALINE DE LA CROIX DU BUCHERON, GINIUS DE LA CROIX DU BUCHERON, GAMIN DE LA CROIX DU BUCHERON","becasse, printemps, becassine",62.852246291227566
DES COLLINES DE L'IZARS,19,333,70,4262,12,29,6,2,9,12,29,12,0,0.21021021021021022,12.7987987987988,224.31578947368422,0.631578947368421,exploitable,"LUCA DES COLLINES DE L'IZARS, LOY DES COLLINES DE L'IZARS, TESS DES COLLINES DE L'IZARS","printemps, becasse, discipline_non_identifiee",62.71208009076334
DE L'ECHO DES MONTAINES,9,266,49,2826,8,19,0,0,10,9,19,10,1,0.18421052631578946,10.62406015037594,314.0,0.8888888888888888,exploitable,"ISARD DE L'ECHO DES MONTAINES, ITWO DE L'ECHO DES MONTAINES, NIKITA DE L'ECHO DES MONTAINES","becasse, montagne, discipline_non_identifiee",62.70650425825725
DES SONNAILLES DU HAUT DAVY,12,318,54,2981,12,12,1,1,7,3,31,11,0,0.16981132075471697,9.374213836477987,248.41666666666666,1.0,exploitable,"HORUS DES SONNAILLES DU HAUT DAVY, LUTHER DES SONNAILLES DU HAUT DAVY, DERBY DES SONNAILLES DU HAUT DAVY","becasse, printemps, discipline_non_identifiee",62.704191173729406
DES PAYS DE LOIRE,19,529,93,5645,12,34,8,0,19,7,43,11,5,0.17580340264650285,10.671077504725899,297.10526315789474,0.631578947368421,exploitable,"MARLON DES PAYS DE LOIRE, M'APPLE DES PAYS DE LOIRE, ONLY I DES PAYS DE LOIRE","becasse, becassine, printemps",62.63135279253921
DU MURAT,5,244,40,2319,5,16,0,0,9,7,15,8,1,0.16393442622950818,9.504098360655737,463.8,1.0,exploitable,"HISAURE DU MURAT, INES DU MURAT, INDY DU MURAT","becasse, printemps, discipline_non_identifiee",62.626966564443485
DU CLOS DE LA BERRUGUETTE,4,115,36,2162,3,10,1,2,4,3,24,2,0,0.3130434782608696,18.8,540.5,0.75,exploitable,"SIOU DU CLOS DE LA BERRUGUETTE, IRON MAN DU CLOS DE LA BERRUGUETTE, JEMBE DU CLOS DE LA BERRUGUETTE","printemps, discipline_non_identifiee, becasse",62.60486665789452
DES COLLINES LIMOUSINES,9,643,88,5036,7,29,1,2,22,4,38,17,4,0.1368584758942457,7.83203732503888,559.5555555555555,0.7777777777777778,exploitable,"JET DES COLLINES LIMOUSINES, SILVER DES COLLINES LIMOUSINES, LIPTON DES COLLINES LIMOUSINES","becasse, printemps, becassine",62.57983050598751
DE KERILIZ,13,749,121,6421,9,29,1,1,19,8,59,28,5,0.16154873164218958,8.572763684913218,493.9230769230769,0.6923076923076923,exploitable,"IGWEN DE KERILIZ, EZIA DE KERILIZ, LAOUIC DE KERILIZ","printemps, becasse, discipline_non_identifiee",62.55566796586424
DU CHAMP DE LA PATIENCE,4,253,43,2377,4,14,1,1,8,4,18,7,4,0.16996047430830039,9.395256916996047,594.25,1.0,exploitable,"PAIPA DU CHAMP DE LA PATIENCE, SILENE DU CHAMP DE LA PATIENCE, LARA DU CHAMP DE LA PATIENCE","becasse, printemps, discipline_non_identifiee",62.23804303741433
DU VALLON DE BEAUDINI,3,106,30,1650,3,6,0,0,4,2,20,3,1,0.2830188679245283,15.566037735849056,550.0,1.0,exploitable,"H'OLA DU VALLON DE BEAUDINI, TAYLOR DU VALLON DE BEAUDINI, EARN DU VALLON DE BEAUDINI","discipline_non_identifiee, printemps, becasse",61.99870630217505
OF GLEN SHEALLAG,8,193,51,2863,6,13,2,0,5,6,30,7,1,0.26424870466321243,14.83419689119171,357.875,0.75,exploitable,"I.G.N OF GLEN SHEALLAG, DANTES OF GLEN SHEALLAG, S'PIONNE OF GLEN SHEALLAG","discipline_non_identifiee, printemps, becasse",61.80714178585699
DE L'ECHO DES THIVOLLETS,3,37,12,768,3,5,2,0,2,1,6,1,0,0.32432432432432434,20.756756756756758,256.0,1.0,exploitable,"HARLEY DE L'ECHO DES THIVOLLETS, HARLEY DE L'ECHO DES THIVOLLETS, MICKY-GREEN DE L'ECHO DES THIVOLLETS","printemps, discipline_non_identifiee, grande_quete",61.672509805867115
DES COTEAUX DU GRAND MOULIN,5,221,44,2666,4,16,0,3,10,3,23,4,1,0.19909502262443438,12.063348416289593,533.2,0.8,exploitable,"ELIOT DES COTEAUX DU GRAND MOULIN, JEX DES COTEAUX DU GRAND MOULIN, JUMBO DES COTEAUX DU GRAND MOULIN","printemps, becasse, discipline_non_identifiee",61.47929618015756
DU CHAMP BOCQUILLON,16,310,55,3226,13,17,2,5,6,4,26,11,1,0.1774193548387097,10.406451612903226,201.625,0.8125,exploitable,"JOANNA DU CHAMP BOCQUILLON, GERONIMO DU CHAMP BOCQUILLON, JINO DU CHAMP BOCQUILLON","printemps, becasse, discipline_non_identifiee",61.46464706280344
DE LABOURIE EN BARONNIES,4,154,28,1739,4,10,0,0,6,4,17,1,0,0.18181818181818182,11.292207792207792,434.75,1.0,exploitable,"NOUBA DE LABOURIE EN BARONNIES, LOLA DE LABOURIE EN BARONNIES, FIRETY DE LABOURIE EN BARONNIES","becasse, montagne, becassine",61.33583451546558
DES CABANES TCHANQUEES,22,950,97,5370,16,26,0,0,19,7,49,18,4,0.10210526315789474,5.652631578947369,244.0909090909091,0.7272727272727273,exploitable,"NOVACK DES CABANES TCHANQUEES, RENAC DES CABANES TCHANQUEES, MYSTIQUE DES CABANES TCHANQUEES","becasse, printemps, becassine",61.14773964278351
DE FEUNTEUN BLEIS,10,323,56,3764,6,28,8,0,12,8,24,4,0,0.17337461300309598,11.653250773993808,376.4,0.6,exploitable,"H. DE FEUNTEUN BLEIS, NELLIG DE FEUNTEUN BLEIS, LOMIG DE FEUNTEUN BLEIS","becasse, grande_quete, discipline_non_identifiee",61.130497532738204
DU BANDOU DE COUFFINS,17,445,86,4498,12,18,1,0,13,4,43,23,2,0.19325842696629214,10.107865168539325,264.5882352941176,0.7058823529411765,exploitable,"REMUS DU BANDOU DE COUFFINS, MAIDY DU BANDOU DE COUFFINS, ODY DU BANDOU DE COUFFINS","discipline_non_identifiee, becasse, printemps",61.05505702415985
DU CRAGOU,7,236,31,1923,7,14,1,0,12,1,12,2,3,0.13135593220338984,8.148305084745763,274.7142857142857,1.0,exploitable,"REPLAY DU CRAGOU, NEYMAR DU CRAGOU, SIA DU CRAGOU","becasse, printemps, discipline_non_identifiee",60.92834927955866
DU MOULIN DE LA CORBIERE,9,326,51,3093,7,20,2,0,12,6,24,6,1,0.15644171779141106,9.487730061349692,343.6666666666667,0.7777777777777778,exploitable,"MOLENE DU MOULIN DE LA CORBIERE, MAKA DU MOULIN DE LA CORBIERE, OSCAR DU MOULIN DE LA CORBIERE","printemps, becasse, discipline_non_identifiee",60.796947533465065
DE LA DAME AU LONG BEC,12,278,48,3094,8,24,0,2,20,2,18,6,0,0.17266187050359713,11.129496402877697,257.8333333333333,0.6666666666666666,exploitable,"PALMA DE LA DAME AU LONG BEC, IMA DE LA DAME AU LONG BEC, HARLEY DE LA DAME AU LONG BEC","becasse, becassine, discipline_non_identifiee",60.79491697229831
DE ROC'H KIRIO,7,132,27,1720,6,11,0,0,9,2,14,1,1,0.20454545454545456,13.030303030303031,245.71428571428572,0.8571428571428571,exploitable,"SHADOW DE ROC'H KIRIO, SNIPE DE ROC'H KIRIO, TOUNDRA DE ROC'H KIRIO","becasse, printemps",60.57190801390742
DES ORANGES D'EOLE,8,223,41,2293,7,13,1,1,4,7,19,9,0,0.18385650224215247,10.282511210762332,286.625,0.875,exploitable,"HERMES DES ORANGES D'EOLE, IODA DES ORANGES D'EOLE, HEROS DES ORANGES D'EOLE","printemps, discipline_non_identifiee, becasse",60.50718515570497
DES LANN DRAG FARA,3,176,27,1665,3,11,0,0,6,5,15,1,0,0.1534090909090909,9.460227272727273,555.0,1.0,exploitable,"PHARELL DES LANN DRAG FARA, SNOW DES LANN DRAG FARA, OSWALD DES LANN DRAG FARA","becasse, discipline_non_identifiee, printemps",60.488344762770986
DES CHEVAUCHEURS DU VENT,9,411,57,3135,8,11,2,1,5,3,35,10,1,0.1386861313868613,7.627737226277373,348.3333333333333,0.8888888888888888,exploitable,"PERICLES DES CHEVAUCHEURS DU VENT, R-FACTOR DES CHEVAUCHEURS DU VENT, PIAF EDITH DES CHEVAUCHEURS DU VENT","printemps, becassine, becasse",60.469518196495265
DU ROCHER DE L'AMOUR,3,194,36,1940,3,8,0,0,3,5,21,6,1,0.18556701030927836,10.0,646.6666666666666,1.0,exploitable,"GALA DU ROCHER DE L'AMOUR, ISAC DU ROCHER DE L'AMOUR, LEAPER DU ROCHER DE L'AMOUR",becasse,60.462623877621205
DES TERRES DE LUDE,19,516,75,4604,12,27,2,2,15,8,42,5,1,0.14534883720930233,8.922480620155039,242.31578947368422,0.631578947368421,exploitable,"LAKY DES TERRES DE LUDE, LORD DES TERRES DE LUDE, ONYX DES TERRES DE LUDE","printemps, grande_quete, discipline_non_identifiee",60.4064838032462
DE L'ENCLOS DES JONQUILLES,4,101,25,1361,4,6,1,0,4,1,13,6,0,0.24752475247524752,13.475247524752476,340.25,1.0,exploitable,"OUBA DE L'ENCLOS DES JONQUILLES, DEUTCH DE L'ENCLOS DES JONQUILLES, HARO DE L'ENCLOS DES JONQUILLES","discipline_non_identifiee, becasse, printemps",60.27033411073999
DU MONT DES EGINES,3,92,16,1063,3,9,0,0,8,1,6,1,0,0.17391304347826086,11.554347826086957,354.3333333333333,1.0,exploitable,"SAFIR DU MONT DES EGINES, S'TOTI DU MONT DES EGINES, NONU DU MONT DES EGINES","discipline_non_identifiee, printemps, becasse",60.12704648747938
DE ROC'MIGNON,14,337,61,3395,10,17,3,0,4,10,32,9,3,0.18100890207715134,10.074183976261127,242.5,0.7142857142857143,exploitable,"GENK DE ROC'MIGNON, EIBAR DE ROC'MIGNON, ISARD DE ROC'MIGNON","discipline_non_identifiee, printemps, becasse",59.99326303351944
DE LIDYLAINE,3,57,12,844,3,7,0,2,4,1,5,0,0,0.21052631578947367,14.807017543859649,281.3333333333333,1.0,exploitable,"SULTAN DE LIDYLAINE, SULTAN DE LIDYLAINE, SHANA DE LIDYLAINE","printemps, becasse",59.919651305139844
DE L'OREE DE FLORANGES,13,292,49,2832,10,15,0,6,5,4,23,10,1,0.1678082191780822,9.698630136986301,217.84615384615384,0.7692307692307693,exploitable,"NOROIT DE L'OREE DE FLORANGES, JEREZ DE L'OREE DE FLORANGES, ORMEE DE L'OREE DE FLORANGES","printemps, becasse, discipline_non_identifiee",59.691964784045524
DU POULIT SAN DANI,6,192,28,1717,6,8,1,3,3,1,17,3,0,0.14583333333333334,8.942708333333334,286.1666666666667,1.0,exploitable,"MAGNUM DU POULIT SAN DANI, MARWIN DU POULIT SAN DANI, LUNA I DU POULIT SAN DANI","printemps, becasse, grande_quete",59.518714039477885
DE L'ECHO DE SAINT JEAN,7,280,40,2323,6,14,0,0,9,5,19,5,2,0.14285714285714285,8.29642857142857,331.85714285714283,0.8571428571428571,exploitable,"MOZART DE L'ECHO DE SAINT JEAN, JIJI DE L'ECHO DE SAINT JEAN, NEOU DE L'ECHO DE SAINT JEAN","becasse, printemps, discipline_non_identifiee",59.47199400494898
DES CLOS DE LA MADOIRE,5,92,25,1469,4,7,0,0,4,3,16,2,0,0.2717391304347826,15.967391304347826,293.8,0.8,exploitable,"HERMES DES CLOS DE LA MADOIRE, HERMES DES CLOS DE LA MADOIRE, MUSE DES CLOS DE LA MADOIRE","printemps, becasse, discipline_non_identifiee",59.4284844723022
DU ROI MORVAN,3,69,16,927,3,6,0,0,4,2,7,2,1,0.2318840579710145,13.434782608695652,309.0,1.0,exploitable,"MOLENE DU ROI MORVAN, SAMBA DU ROI MORVAN, NIL DU ROI MORVAN","becasse, discipline_non_identifiee",59.35463287253212
D'ISYUP,4,285,34,1914,4,9,0,1,6,2,18,5,2,0.11929824561403508,6.71578947368421,478.5,1.0,exploitable,"OOPER D'ISYUP, OAK D'ISYUP, OLAF D'ISYUP","printemps, becasse, discipline_non_identifiee",59.32971424436006
DES PICS BIGOURDANS,7,374,49,2680,6,12,0,1,9,2,24,12,1,0.13101604278074866,7.165775401069519,382.85714285714283,0.8571428571428571,exploitable,"STAR DES PICS BIGOURDANS, LUZ DES PICS BIGOURDANS, THOR DES PICS BIGOURDANS","becasse, becassine, montagne",59.264849392797224
DES BORDS DU VERDELET,9,257,47,2927,6,15,6,0,7,2,24,7,1,0.1828793774319066,11.38910505836576,325.22222222222223,0.6666666666666666,exploitable,"NUAGE DES BORDS DU VERDELET, NUAGE DES BORDS DU VERDELET, MAGELLAN DES BORDS DU VERDELET","becassine, becasse, discipline_non_identifiee",59.138258300573376
DU MAS DU ZOUAVE,16,438,68,3921,10,19,8,0,8,3,34,14,1,0.1552511415525114,8.952054794520548,245.0625,0.625,exploitable,"IRATY DU MAS DU ZOUAVE, LABO DU MAS DU ZOUAVE, PEPSI DU MAS DU ZOUAVE","discipline_non_identifiee, printemps, grande_quete",58.90766240449528
DES BORDS DE CISSE,8,184,34,2107,6,12,2,2,5,3,18,3,1,0.18478260869565216,11.451086956521738,263.375,0.75,exploitable,"ONYX DES BORDS DE CISSE, RIO DES BORDS DE CISSE, RUBEN DES BORDS DE CISSE","becasse, printemps, discipline_non_identifiee",58.788548227935564
DU TEMPLE D'EOLE,3,100,21,1225,3,5,2,1,1,1,13,3,0,0.21,12.25,408.3333333333333,1.0,exploitable,"ELITE DU TEMPLE D'EOLE, SANTA DU TEMPLE D'EOLE, TOBAGO DU TEMPLE D'EOLE","discipline_non_identifiee, printemps, becasse",58.785348027793184
DE LA BAIE DES ANGELOTS,14,379,58,2935,11,8,0,0,6,2,31,18,1,0.15303430079155672,7.744063324538258,209.64285714285714,0.7857142857142857,exploitable,"ODYSSEE DE LA BAIE DES ANGELOTS, PIXELLE DE LA BAIE DES ANGELOTS, RUSSIA DE LA BAIE DES ANGELOTS","becassine, becasse, discipline_non_identifiee",58.262290262547346
DE ROCH FILY,4,180,23,1395,4,8,1,0,6,1,11,4,0,0.12777777777777777,7.75,348.75,1.0,exploitable,"JIM BLUE DE ROCH FILY, JADE DE ROCH FILY, IOUNA DE ROCH FILY","becasse, printemps, discipline_non_identifiee",58.20789490975186
DU VOL DE LA FRESNAYE,3,97,21,1164,3,4,0,0,3,1,15,2,0,0.21649484536082475,12.0,388.0,1.0,exploitable,"R'MES DU VOL DE LA FRESNAYE, REVA DU VOL DE LA FRESNAYE, OGGY DU VOL DE LA FRESNAYE","printemps, discipline_non_identifiee, becasse",57.96808218841478
DU CAUSSE AUX PERDRIX,10,313,54,2915,7,11,0,0,9,2,30,12,1,0.17252396166134185,9.313099041533546,291.5,0.7,exploitable,"SHAM DU CAUSSE AUX PERDRIX, NEPAL DU CAUSSE AUX PERDRIX, LORO DU CAUSSE AUX PERDRIX","printemps, becasse, becassine",57.92756265237799
DE LA CROIX DE LUMIERE,14,421,44,2540,11,14,1,0,10,3,22,6,2,0.10451306413301663,6.033254156769596,181.42857142857142,0.7857142857142857,exploitable,"LAIKA DE LA CROIX DE LUMIERE, RUBI DE LA CROIX DE LUMIERE, RIKKA DE LA CROIX DE LUMIERE","becasse, printemps, grande_quete",57.85023938622551
